price,location,rooms,rating,detail_ratings,place_offers
€ 49 ,"Thessaloniki, Greece",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,4.79 ·,"['Cleanliness4.7', 'Accuracy4.9', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.7']","['Bathtub', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'TV with standard cable', 'Air conditioning', 'Indoor fireplace', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Coffee maker', 'Patio or balcony', 'Free street parking', 'Elevator', 'Long term stays allowed', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 250 ,"Thessaloniki, Greece",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2.5 baths,4.88 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication4.9', 'Location5.0', 'Check-in4.8', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In building', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'Clothing storage: closet', 'Ethernet connection', 'HDTV with Amazon Prime Video, Apple TV, Chromecast, Netflix, standard cable', 'Bluetooth sound system', 'Books and reading material', 'Window AC unit', 'Ceiling fan', 'Heating', 'Security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 194 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Stove', 'Oven', 'Hot water kettle', 'Wine glasses', 'Toaster', 'Blender', 'Dining table', 'Coffee', 'Self check-in', 'Smart lock', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 42 ,"Thessaloniki, Greece",3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,4.37 ·,"['Cleanliness4.5', 'Accuracy4.6', 'Communication4.7', 'Location4.9', 'Check-in4.7', 'Value4.3']","['Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Mosquito net', 'HDTV with standard cable, Netflix', 'Central air conditioning', 'Heating - split type ductless system', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Oven', 'Dining table', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 160 ,"Thessaloniki, Greece",8 guests ·  · 3 bedrooms ·  · 5 beds ·  · 1.5 baths,4.93 ·,"['Cleanliness4.9', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.9']","['Sea view', 'Hair dryer', 'Cleaning products', 'Apivita shampoo', 'Apivita body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Clothing storage: wardrobe', '32"" HDTV with Netflix, standard cable', 'Books and reading material', 'Crib', 'Pack ’n play/Travel crib', 'Children’s books and toys', 'High chair', 'Baby bath', 'Children’s dinnerware', 'Baby monitor', 'Babysitter recommendations', 'Central air conditioning', 'Ceiling fan', 'Central heating', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Whirlpool refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Whirlpool stainless steel electric stove', 'Whirlpool stainless steel oven', 'Hot water kettle', 'Coffee maker: Nespresso, pour-over coffee', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Waterfront', 'Private patio or balcony', 'Outdoor furniture', 'Hammock', 'Elevator', 'Paid parking garage off premises', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 85 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,,[],"['Sea view', 'Hair dryer', 'Cleaning products', 'Papoutsanis shampoo', 'Conditioner', 'Papoutsanis body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Clothing storage: wardrobe', 'Ethernet connection', '43"" HDTV with standard cable', 'Pack ’n play/Travel crib - available upon request', 'Folding or convertible high chair - available upon request', 'AC - split type ductless system', 'Heating - split type ductless system', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'MORRIS refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Dishwasher', 'PITSOS electric stove', 'PITSOS stainless steel oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Coffee', 'Public or shared beach access', 'Private patio or balcony', 'Outdoor furniture', 'Paid street parking off premises', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.59 ·,"['Cleanliness4.6', 'Accuracy4.7', 'Communication4.8', 'Location4.8', 'Check-in4.8', 'Value4.5']","['Courtyard view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV with standard cable', 'Books and reading material', 'Children’s dinnerware', 'Changing table', 'Outlet covers', 'Board games', 'Air conditioning', 'Ceiling fan', 'Heating', 'Wifi', 'Dedicated workspace', 'Pocket wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Waterfront', 'Beach access – Beachfront', 'Private patio or balcony', 'Free street parking', 'Elevator', 'Paid parking off premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 55 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,,[],"['Hair dryer', 'Cleaning products', 'Pantene shampoo', 'Pantene conditioner', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', '50"" HDTV with Netflix, standard cable', 'Window AC unit', 'Heating - split type ductless system', 'Fast wifi – 101 Mbps', 'Dedicated workspace', 'Kitchen', 'Bosch refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Other electric stove', 'Stainless steel single oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Baking sheet', 'Coffee', 'Laundromat nearby', 'Private patio or balcony', 'Outdoor furniture', 'Elevator', 'Paid street parking off premises', 'Single level home', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 25 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 4 beds ·  · 1.5 baths,4.76 ·,"['Cleanliness4.6', 'Accuracy4.8', 'Communication4.9', 'Location4.8', 'Check-in5.0', 'Value4.8']","['City skyline view', 'Garden view', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Paid washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Ethernet connection', '49"" HDTV with Netflix', 'Τουρμπο sound system', 'Children’s books and toys', 'Central air conditioning', 'Ceiling fan', 'Portable fans', 'Heating - split type ductless system', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fast wifi – 70 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stainless steel electric stove', 'Oven', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Blender', 'Dining table', 'Coffee', 'Public or shared beach access – Beachfront', 'Resort access', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Outdoor furniture', 'Outdoor dining area', 'Outdoor kitchen', 'BBQ grill', 'Free parking on premises', 'Free street parking', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Hair dryerHair dryer', 'Unavailable: Private entrancePrivate entrance']"
€ 71 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,4.93 ·,[],"['Bay view', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Clothing storage', 'Ethernet connection', 'TV with standard cable', 'Air conditioning', 'Heating', 'Security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Outdoor furniture', 'Elevator', 'Paid parking off premises', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: WasherWasher']"
€ 70 ,"Thessaloniki, Greece",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,,[],"['Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Clothing storage', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Hot water kettle', 'Wine glasses', 'Patio or balcony', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 46 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,5.0 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washer', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'Drying rack for clothing', 'Clothing storage: wardrobe', 'TV', 'Books and reading material', 'Air conditioning', 'Ceiling fan', 'Central heating', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 53 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Induction stove', 'Single oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Baking sheet', 'Coffee', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 65 ,"Pilea, Greece",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,4.93 ·,"['Cleanliness4.9', 'Accuracy4.9', 'Communication5.0', 'Location4.9', 'Check-in5.0', 'Value4.9']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'Clothing storage: closet', 'Ethernet connection', '40"" HDTV with Netflix, Fire TV, standard cable, Amazon Prime Video', 'Books and reading material', 'Pack ’n play/Travel crib - always at the listing', 'Standalone high chair - always at the listing', 'Children’s dinnerware', 'Central air conditioning', 'Central heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 53 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Stainless steel electric stove', 'Stainless steel oven', 'Hot water kettle', 'Coffee maker: drip coffee maker, Nespresso, pour-over coffee', 'Toaster', 'Baking sheet', 'Dining table', 'Coffee', 'Laundromat nearby', 'Private patio or balcony', 'Outdoor furniture', 'Free street parking', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 33 ,"Thessaloniki, GR, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.82 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.8']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'TV with standard cable', 'AC - split type ductless system', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Coffee maker', 'Waterfront', 'Free street parking', 'Elevator', 'Paid parking off premises', 'Single level home', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Private entrancePrivate entrance']"
€ 60 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,,[],"['Sea view', 'Hair dryer', 'Cleaning products', 'Ultrex shampoo', 'Dove body soap', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Clothing storage: closet', 'TV', 'Air conditioning', 'Ceiling fan', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Stove', 'Oven', 'Waterfront', 'Free parking on premises', 'Elevator', 'Paid parking garage off premises', 'Pets allowed', 'Luggage dropoff allowed', 'Smoking allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance', 'Unavailable: HeatingHeating']"
€ 39 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.73 ·,"['Cleanliness4.8', 'Accuracy4.8', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.7']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'HDTV with standard cable', 'AC - split type ductless system', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Coffee maker', 'Waterfront', 'Paid parking off premises', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Private entrancePrivate entrance']"
€ 39 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.73 ·,"['Cleanliness4.8', 'Accuracy4.7', 'Communication4.8', 'Location4.9', 'Check-in4.9', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'Clothing storage: wardrobe', 'Ethernet connection', 'HDTV', 'AC - split type ductless system', 'Heating - split type ductless system', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Dining table', 'Private patio or balcony', 'Paid parking garage off premises', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 48 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,,[],"['City skyline view', 'Harbor view', 'Sea view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Mosquito net', 'Clothing storage: closet', 'TV', 'Air conditioning', 'Portable fans', 'Central heating', 'Heating - split type ductless system', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Coffee maker: drip coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Private patio or balcony', 'Outdoor dining area', 'Elevator', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 52 ,"Thessaloniki, Greece",5 guests ·  · 3 bedrooms ·  · 3 beds ·  · 1 bath,5.0 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value5.0']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'TV', 'Air conditioning', 'Portable heater', 'Wifi', 'Pocket wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Electric stove', 'Hot water kettle', 'Waterfront', 'Laundromat nearby', 'Free street parking', 'Elevator', 'Paid parking garage off premises', 'Host greets you', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 50 ,"Pilea, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.94 ·,[],"['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'Clothing storage: wardrobe', 'Ethernet connection', '32"" HDTV with standard cable', 'CD and radio player  sound system', 'Game console: PS2', 'Books and reading material', 'Pack ’n play/Travel crib', 'Children’s books and toys', 'High chair', 'Children’s dinnerware', 'Board games', 'Babysitter recommendations', 'AC - split type ductless system', 'Ceiling fan', 'Central heating', 'Smoke alarm', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Dishwasher', 'Electric stove', 'Oven', 'Hot water kettle', 'Coffee maker: drip coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Private patio or balcony', 'Outdoor furniture', 'Free street parking', 'Elevator', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.87 ·,"['Cleanliness5.0', 'Accuracy4.9', 'Communication5.0', 'Location4.8', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: wardrobe', 'Ethernet connection', 'TV', 'Pack ’n play/Travel crib', 'High chair', 'Children’s dinnerware', 'Babysitter recommendations', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Outdoor furniture', 'Free street parking', 'Elevator', 'Paid parking garage off premises', 'Paid parking garage on premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Unavailable: Security cameras on propertySecurity cameras on property']"
€ 27 ,"Θεσσαλονίκη, ΘΕΣ/ΝΙΚΗ, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.82 ·,"['Cleanliness4.9', 'Accuracy4.9', 'Communication4.9', 'Location4.7', 'Check-in4.9', 'Value4.8']","['Hair dryer', 'Shampoo', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV', 'Central air conditioning', 'Portable heater', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Electric stove', 'Oven', 'Coffee maker', 'Private patio or balcony', 'Outdoor furniture', 'Free parking on premises', 'Free street parking', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 30 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.93 ·,[],"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV with standard cable', 'Pack ’n play/Travel crib', 'AC - split type ductless system', 'Heating', 'Wifi – 12 Mbps', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Coffee maker', 'Baking sheet', 'Private patio or balcony', 'Free street parking', 'Paid parking off premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 37 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.71 ·,"['Cleanliness4.8', 'Accuracy4.8', 'Communication5.0', 'Location4.9', 'Check-in5.0', 'Value4.7']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Stove', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Patio or balcony', 'Elevator', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 79 ,"Thessaloniki, Greece",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,4.92 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.9']","['Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV', 'Crib', 'High chair', 'Air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Private entrance', 'Private patio or balcony', 'Elevator', 'Long term stays allowed', 'Host greets you', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']"
€ 143 ,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,4.93 ·,[],"['Hair dryer', 'Shampoo', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'TV with standard cable', 'Crib', 'Children’s books and toys', 'High chair', 'Air conditioning', 'Indoor fireplace', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Private patio or balcony', 'Elevator', 'Host greets you', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
